Title	URL	Assignees	Status	Estimated size	Real size
Cargo Workspace & Tokio Message Bus	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/27		Product Backlog		
rpm-ostree OS Update Controller	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/28		Product Backlog		
Containerized Image Delivery	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/29		Product Backlog		
Research: Orchestrator Self-Update Strategy	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/30		Product Backlog		
Greenboot Post-Update Health Checks	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/31		Product Backlog		
Device Inventory MVP	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/32		Product Backlog		
Application Stack Controller	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/21		Product Backlog		
HTTPS Download Manager	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/18	Beambamacrys	In Progress	3	
API Protocoll & Cloud	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/15	patridu	In Progress	3	
Setup shared dev environment	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/10	patridu	Awaiting Review	2	
Setup DCO & CI Pipeline	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/14	KathiAurina, uzantome	Awaiting Review	3	
Edge IPC Orchestrator	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/16	Jerry1098, moritz-reinel	Awaiting Review	5	
Signature Verification	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/19	IFrey	Awaiting Review	2	
Review options for zero downtime update	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/2	IFrey	Feature Archive	2	2
Initialize SBOM and Software Architecture	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/9	KathiAurina	Feature Archive	1	1
Review how a TPM can be used	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/3	Beambamacrys, uzantome	Feature Archive	2	2
Review different Linux Distros	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/1	Jerry1098, moritz-reinel	Feature Archive	3	3
Review Backup options	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/4	uzantome	Feature Archive	2	2
