Title	URL	Assignees	Status	Estimated size	Real size
Build Process Video	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/42		Product Backlog		
Update Documentation and Architecture	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/43		Product Backlog		
Setup Inventory Database	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/44		Product Backlog		
Orchestrator check for update	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/45		Product Backlog		
Refactor: bootc wrapper	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/47		Product Backlog		
Application Stack Controller	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/21		Product Backlog		
Orchestrator initiates update	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/48		Product Backlog		
Signature verification of image delivery	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/49		Product Backlog		
TPM-based Device Identity Verification in Mock Cloud	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/38		Product Backlog		
Setup Cargo Workspace	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/27	uzantome	Sprint Backlog	2	
rpm-ostree OS Update Controller	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/28	IFrey	In Progress	2	
Post-Update Health Checks	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/31	Jerry1098, moritz-reinel	In Progress	5	
Containerized Image Delivery	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/29	IFrey, KathiAurina, patridu, uzantome	In Progress	8	
Device Inventory MVP	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/32	Beambamacrys	Awaiting Review	3	
Review options for zero downtime update	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/2	IFrey	Feature Archive	2	2
Initialize SBOM and Software Architecture	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/9	KathiAurina	Feature Archive	1	1
Review how a TPM can be used	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/3	Beambamacrys, uzantome	Feature Archive	2	2
Review different Linux Distros	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/1	Jerry1098, moritz-reinel	Feature Archive	3	3
Review Backup options	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/4	uzantome	Feature Archive	2	2
Setup shared dev environment	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/10	patridu	Feature Archive	2	2
Signature Verification	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/19	IFrey	Feature Archive	2	1
Setup DCO & CI Pipeline	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/14	KathiAurina, uzantome	Feature Archive	3	5
Edge IPC Orchestrator	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/16	Jerry1098, moritz-reinel	Feature Archive	5	5
API Protocoll & Mock Cloud	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/15	patridu	Feature Archive	3	5
HTTPS Download Manager	https://github.com/amosproj/amos2026ss01-zero-downtime-linux-updates/issues/18	Beambamacrys	Feature Archive	3	3
